a,b,c,d
SÆo Pedro do Sulÿmunicipality[edit],0,14,"14,"
3660 -ÿBaiäes,1,0,"0,"
3660 -ÿBordonhos,1,1,"1,"
3660 -ÿCandal,1,2,"2,"
3660 -ÿCarvalhais,1,3,"3,"
3660 -ÿCovas do Rio,1,4,"4,"
3660 -ÿFigueiredo de Alva,1,5,"5,"
3660 -ÿManhouce,1,6,"6,"
3660 -ÿPindelo dos Milagres,1,7,"7,"
3660 -ÿPinho,1,8,"8,"
3660 -ÿSanta Cruz da Trapa,1,9,"9,"
3660 -ÿSÆo Crist¢vÆo de Lafäes,1,10,"10,"
3660 -ÿSÆo F‚lix,1,11,"11,"
3660 -ÿSÆo Martinho das Moitas,1,12,"12,"
3660 -ÿSÆo Pedro do Sul,1,13,"13,"
3660 -ÿSerrazes,1,14,"14,"
3660 -ÿSul,1,15,"15,"
3660 -ÿValadares,1,16,"16,"
3660 -ÿV rzea,1,17,"17,"
3660 -ÿVila Maior,1,18,"18,"
S tÆoÿmunicipality[edit],0,19,"19,"
3560 -ÿµguas Boas,1,0,"0,"
3560 -ÿAvelal,1,1,"1,"
3560 -ÿDecermilo,1,2,"2,"
3560 -ÿFerreira de Aves,1,3,"3,"
3560 -ÿForles,1,4,"4,"
3560 -ÿMioma,1,5,"5,"
3560 -ÿRio de Moinhos,1,6,"6,"
3560 -ÿRomÆs,1,7,"7,"
3560 -ÿSÆo Miguel de Vila Boa,1,8,"8,"
3560 -ÿS tÆo,1,9,"9,"
3560 -ÿSilvÆ de Cima,1,10,"10,"
3560 -ÿVila Longa,1,11,"11,"
Sernancelheÿmunicipality[edit],0,12,"12,"
3640 -ÿArnas,1,0,"0,"
3640 -ÿCarregal,1,1,"1,"
3640 -ÿChosendo,1,2,"2,"
3640 -ÿCunha,1,3,"3,"
3640 -ÿEscurquela,1,4,"4,"
3620 -ÿFaia,1,5,"5,"
3640 -ÿFerreirim,1,6,"6,"
3640 -ÿFonte Arcada,1,7,"7,"
3640 -ÿFreixinho,1,8,"8,"
3640 -ÿGranjal,1,9,"9,"
3640 -ÿLamosa,1,10,"10,"
3640 -ÿMacieira,1,11,"11,"
3640 -ÿPenso,1,12,"12,"
3640 -ÿQuintela,1,13,"13,"
3640 -ÿSarzeda,1,14,"14,"
3640 -ÿSernancelhe,1,15,"15,"
3640 -ÿVila da Ponte,1,16,"16,"
Tabua‡oÿmunicipality[edit],0,17,"17,"
5120 -ÿAdorigo,1,0,"0,"
5120 -ÿArcos,1,1,"1,"
5120 -ÿBarcos,1,2,"2,"
5120 -ÿChavÆes,1,3,"3,"
5120 -ÿDesejosa,1,4,"4,"
5120 -ÿGranja do Tedo,1,5,"5,"
5120 -ÿGranjinha,1,6,"6,"
5120 -ÿLonga,1,7,"7,"
5120 -ÿParadela,1,8,"8,"
5120 -ÿPereiro,1,9,"9,"
5120 -ÿPinheiros,1,10,"10,"
5120 -ÿSanta Leoc dia,1,11,"11,"
5120 -ÿSendim,1,12,"12,"
5120 -ÿTabua‡o,1,13,"13,"
5120 -ÿT vora,1,14,"14,"
5120 -ÿVale de Figueira,1,15,"15,"
5120 -ÿValen‡a do Douro,1,16,"16,"
Taroucaÿmunicipality[edit],0,17,"17,"
3610 -ÿDalvares,1,0,"0,"
3610 -ÿGouviÆes,1,1,"1,"
3610 -ÿGranja Nova,1,2,"2,"
3610 -ÿMondim da Beira,1,3,"3,"
3610 -ÿSalzedas,1,4,"4,"
3610 -ÿSÆo JoÆo de Tarouca,1,5,"5,"
3610 -ÿTarouca,1,6,"6,"
3610 -ÿUcanha,1,7,"7,"
3610 -ÿV rzea da Serra,1,8,"8,"
3610 -ÿVila ChÆ da Beira,1,9,"9,"
Tondelaÿmunicipality[edit],0,10,"10,"
3465 -ÿBarreiro de Besteiros,1,0,"0,"
3465 -ÿCampo de Besteiros,1,1,"1,"
3460 -ÿCanas de Santa Maria,1,2,"2,"
3465 -ÿCaparrosa,1,3,"3,"
3465 -ÿCasteläes,1,4,"4,"
3460 -ÿDardavaz,1,5,"5,"
3460 -ÿFerreir¢s do DÆo,1,6,"6,"
3475 -ÿGuardÆo,1,7,"7,"
3460 -ÿLajeosa do DÆo,1,8,"8,"
3460 -ÿLobÆo da Beira,1,9,"9,"
3460 -ÿMolelos,1,10,"10,"
3475 -ÿMosteirinho,1,11,"11,"
3460 -ÿMosteiro de Fr guas,1,12,"12,"
3460 -ÿMouraz,1,13,"13,"
3460 -ÿNandufe,1,14,"14,"
3460 -ÿParada de Gonta,1,15,"15,"
3460 -ÿSabugosa,1,16,"16,"
3465 -ÿSantiago de Besteiros,1,17,"17,"
3475 -ÿSÆo JoÆo do Monte,1,18,"18,"
3460 -ÿSÆo Miguel do Outeiro,1,19,"19,"
3465 -ÿSilvares,1,20,"20,"
3460 -ÿTonda,1,21,"21,"
3460 -ÿTondela,1,22,"22,"
3460 -ÿVila Nova da Rainha,1,23,"23,"
3465 -ÿVilar de Besteiros,1,24,"24,"
3465 -ÿTourigo,1,25,"25,"
Vila Nova de Paivaÿmunicipality[edit],0,26,"26,"
3650 -ÿAlhais,1,0,"0,"
3650 -ÿFr guas,1,1,"1,"
3650 -ÿPendilhe,1,2,"2,"
3650 -ÿQueiriga,1,3,"3,"
3650 -ÿTouro,1,4,"4,"
3650 -ÿVila Cova … Coelheira,1,5,"5,"
3650 -ÿVila Nova de Paiva,1,6,"6,"
Viseuÿmunicipality[edit],0,7,"7,"
3515 -ÿAbraveses,1,0,"0,"
3505 -ÿBarreiros,1,1,"1,"
3510 -ÿBoa Aldeia,1,2,"2,"
3515 -ÿBodiosa,1,3,"3,"
3515 -ÿCalde,1,4,"4,"
3515 -ÿCampo,1,5,"5,"
3505 -ÿCavernÆes,1,6,"6,"
3505 -ÿCepäes,1,7,"7,"
3510 -ÿCora‡Æo de Jesus,1,8,"8,"
3505 -ÿCota,1,9,"9,"
3510 -ÿCouto de Baixo,1,10,"10,"
3510 -ÿCouto de Cima,1,11,"11,"
3510 -ÿFail,1,12,"12,"
3510 -ÿFarminhÆo,1,13,"13,"
3505 -ÿFragosela,1,14,"14,"
3515 -ÿLordosa,1,15,"15,"
3500 -ÿSilgueiros,1,16,"16,"
3505 -ÿMundÆo,1,17,"17,"
3510 -ÿOrgens,1,18,"18,"
3505 -ÿPovolide,1,19,"19,"
3500 -ÿRanhados,1,20,"20,"
3515 -ÿRibafeita,1,21,"21,"
3505 -ÿRio de Loba,1,22,"22,"
3500 -ÿSanta Maria,1,23,"23,"
3505 -ÿSantos Evos,1,24,"24,"
3510 -ÿSÆo Cipriano,1,25,"25,"
3500 -ÿSÆo JoÆo de Lourosa,1,26,"26,"
3500 -ÿSÆo Jos‚,1,27,"27,"
3505 -ÿSÆo Pedro de France,1,28,"28,"
3510 -ÿSÆo Salvador,1,29,"29,"
3510 -ÿTorredeita,1,30,"30,"
3510 -ÿVil de Souto,1,31,"31,"
3510 -ÿVila ChÆ de S ,1,32,"32,"
3500 -ÿRepeses,1,33,"33,"
Vouzelaÿmunicipality[edit],0,34,"34,"
3670 -ÿAlcofra,1,0,"0,"
3670 -ÿCambra,1,1,"1,"
3670 -ÿCampia,1,2,"2,"
3670 -ÿCarvalhal de Vermilhas,1,3,"3,"
3670 -ÿFata£n‡os,1,4,"4,"
3670 -ÿFigueiredo das Donas,1,5,"5,"
3670 -ÿFornelo do Monte,1,6,"6,"
3670 -ÿPa‡os de Vilharigues,1,7,"7,"
3670 -ÿQueirÆ,1,8,"8,"
3670 -ÿSÆo Miguel do Mato,1,9,"9,"
3670 -ÿVentosa,1,10,"10,"
3670 -ÿVouzela,1,11,"11,"
,0,12,"12,"
Ilha da Madeira[edit],0,0,"0,"
Calheta (Madeira)ÿmunicipality[edit],0,0,"0,"
9370 -ÿArco da Calheta,1,0,"0,"
9370 -ÿCalheta,1,1,"1,"
9370 -ÿEstreito da Calheta,1,2,"2,"
9370 -ÿFajÆ da Ovelha,1,3,"3,"
9370 -ÿJardim do Mar,1,4,"4,"
9370 -ÿPaul do Mar,1,5,"5,"
9385 -ÿPonta do Pargo,1,6,"6,"
9370 -ÿPrazeres,1,7,"7,"
Cƒmara de Lobosÿmunicipality[edit],0,8,"8,"
9300 -ÿCƒmara de Lobos,1,0,"0,"
9030 -ÿCurral das Freiras,1,1,"1,"
9325 -ÿEstreito de Cƒmara de Lobos,1,2,"2,"
9300 -ÿQuinta Grande,1,3,"3,"
9325 -ÿJardim da Serra,1,4,"4,"
Funchalÿmunicipality[edit],0,5,"5,"
9050 -ÿImaculado Cora‡Æo de Maria,1,0,"0,"
9050 -ÿMonte,1,1,"1,"
9050 -ÿSanta Luzia,1,2,"2,"
9060 -ÿSanta Maria Maior,1,3,"3,"
9020 -ÿSanto Ant¢nio,1,4,"4,"
9060 -ÿSÆo Gon‡alo,1,5,"5,"
9000 -ÿSÆo Martinho,1,6,"6,"
9000 -ÿSÆo Pedro,1,7,"7,"
9020 -ÿSÆo Roque,1,8,"8,"
9000 -ÿS‚,1,9,"9,"
Machicoÿmunicipality[edit],0,10,"10,"
9200 -ÿµgua de Pena,1,0,"0,"
9200 -ÿCani‡al,1,1,"1,"
9200 -ÿMachico,1,2,"2,"
9225 -ÿPorto da Cruz,1,3,"3,"
9200 -ÿSanto Ant¢nio da Serra,1,4,"4,"
Ponta do Solÿmunicipality[edit],0,5,"5,"
9360 -ÿCanhas,1,0,"0,"
9360 -ÿMadalena do Mar,1,1,"1,"
9360 -ÿPonta do Sol,1,2,"2,"
Porto Monizÿmunicipality[edit],0,3,"3,"
9270 -ÿAchadas da Cruz,1,0,"0,"
9270 -ÿPorto Moniz,1,1,"1,"
9270 -ÿRibeira da Janela,1,2,"2,"
9270 -ÿSeixal,1,3,"3,"
Ribeira Bravaÿmunicipality[edit],0,4,"4,"
9350 -ÿCampan rio,1,0,"0,"
9350 -ÿRibeira Brava,1,1,"1,"
9350 -ÿSerra de µgua,1,2,"2,"
9350 -ÿTabua,1,3,"3,"
Santa Cruzÿmunicipality[edit],0,4,"4,"
9135 -ÿCamacha,1,0,"0,"
9125 -ÿCani‡o,1,1,"1,"
9100 -ÿGaula,1,2,"2,"
9100 -ÿSanta Cruz,1,3,"3,"
9100 -ÿSanto Ant¢nio da Serra,1,4,"4,"
Santanaÿmunicipality[edit],0,5,"5,"
9230 -ÿArco de SÆo Jorge,1,0,"0,"
9230 -ÿFaial,1,1,"1,"
9230 -ÿSantana,1,2,"2,"
9230 -ÿSÆo Jorge,1,3,"3,"
9230 -ÿSÆo Roque do Faial,1,4,"4,"
9230 -ÿIlha,1,5,"5,"
SÆo Vicenteÿmunicipality[edit],0,6,"6,"
9240 -ÿBoa Ventura,1,0,"0,"
9240 -ÿPonta Delgada,1,1,"1,"
9240 -ÿSÆo Vicente,1,2,"2,"
,0,3,"3,"
Ilha de Porto Santo[edit],0,0,"0,"
Porto Santoÿmunicipality[edit],0,0,"0,"
9400 -ÿPorto Santo,1,0,"0,"
,0,1,"1,"
Ilha de Santa Maria[edit],0,0,"0,"
Vila do Portoÿmunicipality[edit],0,0,"0,"
9580 -ÿAlmagreira,1,0,"0,"
9580 -ÿSanta B rbara,1,1,"1,"
9580 -ÿSanto Esp¡rito,1,2,"2,"
9580 -ÿSÆo Pedro,1,3,"3,"
9580 -ÿVila do Porto,1,4,"4,"
,0,5,"5,"
Ilha de SÆo Miguel[edit],0,0,"0,"
Lagoa (SÆo Miguel)ÿmunicipality[edit],0,0,"0,"
9560 -ÿµgua de Pau,1,0,"0,"
9560 -ÿCabouco,1,1,"1,"
9560 -ÿNossa Senhora do Ros rio,1,2,"2,"
9560 -ÿSanta Cruz,1,3,"3,"
9560 -ÿRibeira ChÆ,1,4,"4,"
Nordesteÿmunicipality[edit],0,5,"5,"
9630 -ÿAchada,1,0,"0,"
9630 -ÿAchadinha,1,1,"1,"
9630 -ÿLomba da Fazenda,1,2,"2,"
9630 -ÿNordeste,1,3,"3,"
9630 -ÿSalga,1,4,"4,"
9630 -ÿSantana,1,5,"5,"
9630 -ÿAlgarvia,1,6,"6,"
9630 -ÿSanto Ant¢nio de Nordestinho,1,7,"7,"
9630 -ÿSÆo Pedro de Nordestinho,1,8,"8,"
Ponta Delgadaÿmunicipality[edit],0,9,"9,"
9500 -ÿArrifes,1,0,"0,"
9555 -ÿCandel ria,1,1,"1,"
9545 -ÿCapelas,1,2,"2,"
9500 -ÿCovoada,1,3,"3,"
9500 -ÿFajÆ de Baixo,1,4,"4,"
9500 -ÿFajÆ de Cima,1,5,"5,"
9545 -ÿFenais da Luz,1,6,"6,"
9500 -ÿFeteiras,1,7,"7,"
9555 -ÿGinetes,1,8,"8,"
9555 -ÿMosteiros,1,9,"9,"
9500 -ÿSÆo SebastiÆo,1,10,"10,"
9500 -ÿSÆo Jos‚,1,11,"11,"
9500 -ÿSÆo Pedro,1,12,"12,"
9500 -ÿRelva,1,13,"13,"
9545 -ÿRem‚dios,1,14,"14,"
9500 -ÿLivramento,1,15,"15,"
9500 -ÿSÆo Roque,1,16,"16,"
9545 -ÿSanta B rbara,1,17,"17,"
9545 -ÿSanto Ant¢nio,1,18,"18,"
9545 -ÿSÆo Vicente Ferreira,1,19,"19,"
9555 -ÿSete Cidades,1,20,"20,"
9545 -ÿAjuda da Bretanha,1,21,"21,"
9545 -ÿPilar da Bretanha,1,22,"22,"
9500 -ÿSanta Clara,1,23,"23,"
Povoa‡Æoÿmunicipality[edit],0,24,"24,"
9650 -ÿµgua Retorta,1,0,"0,"
9650 -ÿFaial da Terra,1,1,"1,"
9675 -ÿFurnas,1,2,"2,"
9650 -ÿNossa Senhora dos Rem‚dios,1,3,"3,"
9650 -ÿPovoa‡Æo,1,4,"4,"
9675 -ÿRibeira Quente,1,5,"5,"
Ribeira Grandeÿmunicipality[edit],0,6,"6,"
9600 -ÿCalhetas,1,0,"0,"
9625 -ÿFenais da Ajuda,1,1,"1,"
9625 -ÿLomba da Maia,1,2,"2,"
9625 -ÿLomba de SÆo Pedro,1,3,"3,"
9625 -ÿMaia,1,4,"4,"
9600 -ÿPico da Pedra,1,5,"5,"
9625 -ÿPorto Formoso,1,6,"6,"
9600 -ÿRabo de Peixe,1,7,"7,"
9600 -ÿConcei‡Æo,1,8,"8,"
9600 -ÿMartiz,1,9,"9,"
9600 -ÿRibeira Seca,1,10,"10,"
9600 -ÿRibeirinha,1,11,"11,"
9600 -ÿSanta B rbara,1,12,"12,"
9625 -ÿSÆo Br s,1,13,"13,"
Vila Franca do Campoÿmunicipality[edit],0,14,"14,"
9680 -ÿµgua de Alto,1,0,"0,"
9680 -ÿPonta Gar‡a,1,1,"1,"
9680 -ÿRibeira das Tainhas,1,2,"2,"
9680 -ÿSÆo Miguel,1,3,"3,"
9680 -ÿSÆo Pedro,1,4,"4,"
9680 -ÿRibeira Seca,1,5,"5,"
,0,6,"6,"
Ilha Terceira[edit],0,0,"0,"
Angra do Hero¡smoÿmunicipality[edit],0,0,"0,"
9700 -ÿAltares,1,0,"0,"
9700 -ÿNossa Senhora da Concei‡Æo,1,1,"1,"
9700 -ÿSanta Luzia,1,2,"2,"
9700 -ÿSÆo Pedro,1,3,"3,"
9700 -ÿS‚,1,4,"4,"
9700 -ÿCinco Ribeiras,1,5,"5,"
9700 -ÿDoze Ribeiras,1,6,"6,"
9700 -ÿFeteira,1,7,"7,"
9700 -ÿPorto Judeu,1,8,"8,"
9700 -ÿPosto Santo,1,9,"9,"
9700 -ÿRaminho,1,10,"10,"
9700 -ÿRibeirinha,1,11,"11,"
9700 -ÿSanta B rbara,1,12,"12,"
9700 -ÿSÆo Bartolomeu de Regatos,1,13,"13,"
9700 -ÿSÆo Bento,1,14,"14,"
9700 -ÿSÆo Mateus da Calheta,1,15,"15,"
9700 -ÿSerreta,1,16,"16,"
9700 -ÿTerra ChÆ,1,17,"17,"
9700 -ÿVila de SÆo SebastiÆo,1,18,"18,"
Praia da Vit¢riaÿmunicipality[edit],0,19,"19,"
9760 -ÿAgualva,1,0,"0,"
9760 -ÿBiscoitos,1,1,"1,"
9760 -ÿCabo da Praia,1,2,"2,"
9760 -ÿFonte do Bastardo,1,3,"3,"
9760 -ÿFontinhas,1,4,"4,"
9760 -ÿLajes,1,5,"5,"
9760 -ÿPorto Martins,1,6,"6,"
9760 -ÿPraia da Vit¢ria,1,7,"7,"
9760 -ÿQuatro Ribeiras,1,8,"8,"
9760 -ÿSÆo Br s,1,9,"9,"
9760 -ÿVila Nova,1,10,"10,"
,0,11,"11,"
Ilha da Graciosa[edit],0,0,"0,"
Santa Cruz da Graciosaÿmunicipality[edit],0,0,"0,"
9880 -ÿGuadalupe,1,0,"0,"
9880 -ÿLuz,1,1,"1,"
9880 -ÿPraia,1,2,"2,"
9880 -ÿSanta Cruz da Graciosa,1,3,"3,"
,0,4,"4,"
Ilha de SÆo Jorge[edit],0,0,"0,"
Calhetaÿmunicipality[edit],0,0,"0,"
9850 -ÿCalheta,1,0,"0,"
9850 -ÿNorte Pequeno,1,1,"1,"
9850 -ÿRibeira Seca,1,2,"2,"
9875 -ÿSanto AntÆo,1,3,"3,"
9875 -ÿTopo,1,4,"4,"
Velasÿmunicipality[edit],0,5,"5,"
9800 -ÿManadas,1,0,"0,"
9800 -ÿNorte Grande,1,1,"1,"
9800 -ÿRosais,1,2,"2,"
9800 -ÿSanto Amaro,1,3,"3,"
9800 -ÿUrzelina,1,4,"4,"
9800 -ÿVelas,1,5,"5,"
,0,6,"6,"
Ilha do Pico[edit],0,0,"0,"
Lajes do Picoÿmunicipality[edit],0,0,"0,"
9930 -ÿCalheta de Nesquim,1,0,"0,"
9930 -ÿLajes do Pico,1,1,"1,"
9930 -ÿPiedade,1,2,"2,"
9930 -ÿRibeiras,1,3,"3,"
9930 -ÿRibeirinha,1,4,"4,"
9930 -ÿSÆo JoÆo,1,5,"5,"
Madalenaÿmunicipality[edit],0,6,"6,"
9950 -ÿBandeiras,1,0,"0,"
9950 -ÿCandel ria,1,1,"1,"
9950 -ÿCria‡Æo Velha,1,2,"2,"
9950 -ÿMadalena,1,3,"3,"
9950 -ÿSÆo Caetano,1,4,"4,"
9950 -ÿSÆo Mateus,1,5,"5,"
SÆo Roque do Picoÿmunicipality[edit],0,6,"6,"
9940 -ÿPrainha,1,0,"0,"
9940 -ÿSanta Luzia,1,1,"1,"
9940 -ÿSanto Amaro,1,2,"2,"
9940 -ÿSanto Ant¢nio,1,3,"3,"
9940 -ÿSÆo Roque do Pico,1,4,"4,"
,0,5,"5,"
Ilha do Faial[edit],0,0,"0,"
Hortaÿmunicipality[edit],0,0,"0,"
9900 -ÿCapelo,1,0,"0,"
9900 -ÿCastelo Branco,1,1,"1,"
9900 -ÿCedros,1,2,"2,"
9900 -ÿFeteira,1,3,"3,"
9900 -ÿFlamengos,1,4,"4,"
9900 -ÿAng£stias,1,5,"5,"
9900 -ÿConcei‡Æo,1,6,"6,"
9900 -ÿHorta,1,7,"7,"
9900 -ÿPedro Miguel,1,8,"8,"
9900 -ÿPraia do Almoxarife,1,9,"9,"
9900 -ÿPraia do Norte,1,10,"10,"
9900 -ÿRibeirinha,1,11,"11,"
9900 -ÿSalÆo,1,12,"12,"
,0,13,"13,"
Ilha das Flores[edit],0,0,"0,"
Lajes das Floresÿmunicipality[edit],0,0,"0,"
9960 -ÿFajÆ Grande,1,0,"0,"
9960 -ÿFajÆzinha,1,1,"1,"
9960 -ÿFazenda,1,2,"2,"
9960 -ÿLajedo,1,3,"3,"
9960 -ÿLajes das Flores,1,4,"4,"
9960 -ÿLomba,1,5,"5,"
9960 -ÿMosteiro,1,6,"6,"
Santa Cruz das Floresÿmunicipality[edit],0,7,"7,"
9970 -ÿCaveira,1,0,"0,"
9970 -ÿCedros,1,1,"1,"
9970 -ÿPonta Delgada,1,2,"2,"
9970 -ÿSanta Cruz das Flores,1,3,"3,"
,0,4,"4,"
Ilha do Corvo[edit],0,0,"0,"
Corvoÿmunicipality[edit],0,0,"0,"
9980 -ÿCorvo,1,0,"0,"
END,END,END,END
